MacherTypes	SelectorTypes	DetectorType	descriptorType	FrameNo	No of KP	 KP-time 	No of Desc	Desc-time	No of Match	Match-time
MAT_FLANN    	SEL_NN     	BRISK    	SIFT     	4	297	45591	[128 x 297]	12372	277	2671
MAT_FLANN    	SEL_NN     	BRISK    	SIFT     	5	279	44926	[128 x 279]	12079	297	2750
MAT_FLANN    	SEL_NN     	BRISK    	SIFT     	6	289	45415	[128 x 289]	12382	279	2621
MAT_FLANN    	SEL_NN     	BRISK    	SIFT     	7	272	44624	[128 x 272]	12005	289	2652
MAT_FLANN    	SEL_NN     	BRISK    	SIFT     	8	266	46523	[128 x 266]	12474	272	2574
MAT_FLANN    	SEL_NN     	BRISK    	SIFT     	9	254	45139	[128 x 254]	12207	266	2474
MAT_FLANN    	SEL_NN     	ORB       	BRISK     	0	83	14187	[64 x 83]	34542	0	0
MAT_FLANN    	SEL_NN     	ORB       	BRISK     	1	93	4274	[64 x 93]	17834	83	660
MAT_FLANN    	SEL_NN     	ORB       	BRISK     	2	95	4085	[64 x 95]	17892	93	723
MAT_FLANN    	SEL_NN     	ORB       	BRISK     	3	103	4062	[64 x 103]	17891	95	727
MAT_FLANN    	SEL_NN     	ORB       	BRISK     	4	101	4140	[64 x 101]	17885	103	755
MAT_FLANN    	SEL_NN     	ORB       	BRISK     	5	116	4075	[64 x 116]	17980	101	785
MAT_FLANN    	SEL_NN     	ORB       	BRISK     	6	120	4082	[64 x 120]	18028	116	856
MAT_FLANN    	SEL_NN     	ORB       	BRISK     	7	120	4069	[64 x 120]	18089	120	909
MAT_FLANN    	SEL_NN     	ORB       	BRISK     	8	119	4116	[64 x 119]	17999	120	900
MAT_FLANN    	SEL_NN     	ORB       	BRISK     	9	120	4135	[64 x 120]	18084	119	903
MAT_FLANN    	SEL_NN     	ORB       	BRIEF    	0	92	8537	[32 x 92]	209	0	0
MAT_FLANN    	SEL_NN     	ORB       	BRIEF    	1	102	4032	[32 x 102]	216	92	604
MAT_FLANN    	SEL_NN     	ORB       	BRIEF    	2	106	4076	[32 x 106]	221	102	677
MAT_FLANN    	SEL_NN     	ORB       	BRIEF    	3	113	3984	[32 x 113]	270	106	653
MAT_FLANN    	SEL_NN     	ORB       	BRIEF    	4	109	4023	[32 x 109]	226	113	649
MAT_FLANN    	SEL_NN     	ORB       	BRIEF    	5	125	4034	[32 x 125]	247	109	669
MAT_FLANN    	SEL_NN     	ORB       	BRIEF    	6	130	4067	[32 x 130]	254	125	736
MAT_FLANN    	SEL_NN     	ORB       	BRIEF    	7	129	4018	[32 x 129]	253	130	790
MAT_FLANN    	SEL_NN     	ORB       	BRIEF    	8	127	4145	[32 x 127]	250	129	758
MAT_FLANN    	SEL_NN     	ORB       	BRIEF    	9	128	4114	[32 x 128]	251	127	773
MAT_FLANN    	SEL_NN     	ORB       	ORB       	0	92	18521	[32 x 92]	14119	0	0
MAT_FLANN    	SEL_NN     	ORB       	ORB       	1	102	5636	[32 x 102]	7566	92	711
MAT_FLANN    	SEL_NN     	ORB       	ORB       	2	106	4080	[32 x 106]	6545	102	709
MAT_FLANN    	SEL_NN     	ORB       	ORB       	3	113	4005	[32 x 113]	6543	106	704
MAT_FLANN    	SEL_NN     	ORB       	ORB       	4	109	4048	[32 x 109]	6570	113	738
MAT_FLANN    	SEL_NN     	ORB       	ORB       	5	125	4155	[32 x 125]	6544	109	782
MAT_FLANN    	SEL_NN     	ORB       	ORB       	6	130	4118	[32 x 130]	6528	125	912
MAT_FLANN    	SEL_NN     	ORB       	ORB       	7	129	4042	[32 x 129]	6486	130	840
MAT_FLANN    	SEL_NN     	ORB       	ORB       	8	127	4094	[32 x 127]	6549	129	834
MAT_FLANN    	SEL_NN     	ORB       	ORB       	9	128	4114	[32 x 128]	6540	127	827
MAT_FLANN    	SEL_NN     	ORB       	FREAK    	0	46	9477	[64 x 46]	33007	0	0
MAT_FLANN    	SEL_NN     	ORB       	FREAK    	1	53	4667	[64 x 53]	16761	46	360
MAT_FLANN    	SEL_NN     	ORB       	FREAK    	2	56	4030	[64 x 56]	16407	53	411
MAT_FLANN    	SEL_NN     	ORB       	FREAK    	3	65	4027	[64 x 65]	16423	56	425
MAT_FLANN    	SEL_NN     	ORB       	FREAK    	4	55	4022	[64 x 55]	16419	65	465
MAT_FLANN    	SEL_NN     	ORB       	FREAK    	5	64	4015	[64 x 64]	17045	55	431
MAT_FLANN    	SEL_NN     	ORB       	FREAK    	6	66	4090	[64 x 66]	17113	64	483
MAT_FLANN    	SEL_NN     	ORB       	FREAK    	7	71	4072	[64 x 71]	17117	66	496
MAT_FLANN    	SEL_NN     	ORB       	FREAK    	8	73	4111	[64 x 73]	16952	71	540
MAT_FLANN    	SEL_NN     	ORB       	FREAK    	9	71	4107	[64 x 71]	16849	73	532
MAT_FLANN    	SEL_NN     	ORB       	AKAZE    	0	92	13893	[0 x 0]	-1	0	0
MAT_FLANN    	SEL_NN     	ORB       	AKAZE    	1	102	4398	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_NN     	ORB       	AKAZE    	2	106	4382	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_NN     	ORB       	AKAZE    	3	113	4344	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_NN     	ORB       	AKAZE    	4	109	4578	[0 x 0]	-1	0	2
MAT_FLANN    	SEL_NN     	ORB       	AKAZE    	5	125	4174	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_NN     	ORB       	AKAZE    	6	130	4058	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_NN     	ORB       	AKAZE    	7	129	4114	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_NN     	ORB       	AKAZE    	8	127	4435	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_NN     	ORB       	AKAZE    	9	128	4360	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_NN     	ORB       	SIFT     	0	92	14536	[128 x 92]	33237	0	0
MAT_FLANN    	SEL_NN     	ORB       	SIFT     	1	102	4924	[128 x 102]	13210	92	835
MAT_FLANN    	SEL_NN     	ORB       	SIFT     	2	106	4114	[128 x 106]	13049	102	878
MAT_FLANN    	SEL_NN     	ORB       	SIFT     	3	113	4095	[128 x 113]	13203	106	977
MAT_FLANN    	SEL_NN     	ORB       	SIFT     	4	109	4039	[128 x 109]	12903	113	912
MAT_FLANN    	SEL_NN     	ORB       	SIFT     	5	125	4077	[128 x 125]	13005	109	1013
MAT_FLANN    	SEL_NN     	ORB       	SIFT     	6	130	4123	[128 x 130]	13521	125	1061
MAT_FLANN    	SEL_NN     	ORB       	SIFT     	7	129	4062	[128 x 129]	14406	130	1028
MAT_FLANN    	SEL_NN     	ORB       	SIFT     	8	127	4131	[128 x 127]	14500	129	1036
MAT_FLANN    	SEL_NN     	ORB       	SIFT     	9	128	4199	[128 x 128]	13630	127	1098
MAT_FLANN    	SEL_NN     	AKAZE    	BRISK     	0	166	51740	[64 x 166]	19582	0	0
MAT_FLANN    	SEL_NN     	AKAZE    	BRISK     	1	157	27814	[64 x 157]	18579	166	1238
MAT_FLANN    	SEL_NN     	AKAZE    	BRISK     	2	161	27006	[64 x 161]	18619	157	1195
MAT_FLANN    	SEL_NN     	AKAZE    	BRISK     	3	155	24981	[64 x 155]	18467	161	1242
MAT_FLANN    	SEL_NN     	AKAZE    	BRISK     	4	163	26695	[64 x 163]	18573	155	1171
MAT_FLANN    	SEL_NN     	AKAZE    	BRISK     	5	164	27177	[64 x 164]	18558	163	1240
MAT_FLANN    	SEL_NN     	AKAZE    	BRISK     	6	173	27903	[64 x 173]	18601	164	1280
MAT_FLANN    	SEL_NN     	AKAZE    	BRISK     	7	175	28823	[64 x 175]	18619	173	1293
MAT_FLANN    	SEL_NN     	AKAZE    	BRISK     	8	177	27369	[64 x 177]	18583	175	1334
MAT_FLANN    	SEL_NN     	AKAZE    	BRISK     	9	179	27321	[64 x 179]	18897	177	1327
MAT_FLANN    	SEL_NN     	AKAZE    	BRIEF    	0	166	51091	[32 x 166]	742	0	0
MAT_FLANN    	SEL_NN     	AKAZE    	BRIEF    	1	157	29116	[32 x 157]	669	166	1012
MAT_FLANN    	SEL_NN     	AKAZE    	BRIEF    	2	161	27764	[32 x 161]	401	157	1079
MAT_FLANN    	SEL_NN     	AKAZE    	BRIEF    	3	155	25099	[32 x 155]	382	161	1003
MAT_FLANN    	SEL_NN     	AKAZE    	BRIEF    	4	163	28115	[32 x 163]	723	155	975
MAT_FLANN    	SEL_NN     	AKAZE    	BRIEF    	5	164	28979	[32 x 164]	648	163	1013
MAT_FLANN    	SEL_NN     	AKAZE    	BRIEF    	6	173	27935	[32 x 173]	672	164	1068
MAT_FLANN    	SEL_NN     	AKAZE    	BRIEF    	7	175	27511	[32 x 175]	424	173	1131
MAT_FLANN    	SEL_NN     	AKAZE    	BRIEF    	8	177	24805	[32 x 177]	421	175	1112
MAT_FLANN    	SEL_NN     	AKAZE    	BRIEF    	9	179	26337	[32 x 179]	671	177	1057
MAT_FLANN    	SEL_NN     	AKAZE    	ORB       	0	166	55549	[32 x 166]	4704	0	0
MAT_FLANN    	SEL_NN     	AKAZE    	ORB       	1	157	28561	[32 x 157]	4427	166	1139
MAT_FLANN    	SEL_NN     	AKAZE    	ORB       	2	161	26363	[32 x 161]	4374	157	1038
MAT_FLANN    	SEL_NN     	AKAZE    	ORB       	3	155	27766	[32 x 155]	4587	161	1192
MAT_FLANN    	SEL_NN     	AKAZE    	ORB       	4	163	28773	[32 x 163]	4466	155	1091
MAT_FLANN    	SEL_NN     	AKAZE    	ORB       	5	164	28089	[32 x 164]	4657	163	1075
MAT_FLANN    	SEL_NN     	AKAZE    	ORB       	6	173	28022	[32 x 173]	4606	164	1173
MAT_FLANN    	SEL_NN     	AKAZE    	ORB       	7	175	28398	[32 x 175]	4560	173	1175
MAT_FLANN    	SEL_NN     	AKAZE    	ORB       	8	177	27516	[32 x 177]	4640	175	1164
MAT_FLANN    	SEL_NN     	AKAZE    	ORB       	9	179	28149	[32 x 179]	4544	177	1187
MAT_FLANN    	SEL_NN     	AKAZE    	FREAK    	0	166	55641	[64 x 166]	19190	0	0
MAT_FLANN    	SEL_NN     	AKAZE    	FREAK    	1	157	25856	[64 x 157]	18755	166	1233
MAT_FLANN    	SEL_NN     	AKAZE    	FREAK    	2	161	25830	[64 x 161]	19063	157	1185
MAT_FLANN    	SEL_NN     	AKAZE    	FREAK    	3	155	25868	[64 x 155]	18957	161	1248
MAT_FLANN    	SEL_NN     	AKAZE    	FREAK    	4	163	26128	[64 x 163]	19147	155	1283
MAT_FLANN    	SEL_NN     	AKAZE    	FREAK    	5	164	26583	[64 x 164]	19190	163	1233
MAT_FLANN    	SEL_NN     	AKAZE    	FREAK    	6	173	27052	[64 x 173]	19215	164	1323
MAT_FLANN    	SEL_NN     	AKAZE    	FREAK    	7	175	26511	[64 x 175]	19279	173	1328
MAT_FLANN    	SEL_NN     	AKAZE    	FREAK    	8	177	27073	[64 x 177]	18864	175	1391
MAT_FLANN    	SEL_NN     	AKAZE    	FREAK    	9	179	26781	[64 x 179]	19185	177	1491
MAT_FLANN    	SEL_NN     	AKAZE    	AKAZE    	0	166	49479	[61 x 166]	25551	0	0
MAT_FLANN    	SEL_NN     	AKAZE    	AKAZE    	1	157	27717	[61 x 157]	24022	166	1225
MAT_FLANN    	SEL_NN     	AKAZE    	AKAZE    	2	161	28658	[61 x 161]	25861	157	1469
MAT_FLANN    	SEL_NN     	AKAZE    	AKAZE    	3	155	28765	[61 x 155]	24703	161	1228
MAT_FLANN    	SEL_NN     	AKAZE    	AKAZE    	4	163	29754	[61 x 163]	24716	155	1229
MAT_FLANN    	SEL_NN     	AKAZE    	AKAZE    	5	164	23522	[61 x 164]	21488	163	1297
MAT_FLANN    	SEL_NN     	AKAZE    	AKAZE    	6	173	28400	[61 x 173]	25622	164	1280
MAT_FLANN    	SEL_NN     	AKAZE    	AKAZE    	7	175	28113	[61 x 175]	24844	173	1321
MAT_FLANN    	SEL_NN     	AKAZE    	AKAZE    	8	177	28720	[61 x 177]	23117	175	1359
MAT_FLANN    	SEL_NN     	AKAZE    	AKAZE    	9	179	23766	[61 x 179]	19198	177	1402
MAT_FLANN    	SEL_NN     	AKAZE    	SIFT     	0	166	49228	[128 x 166]	12799	0	0
MAT_FLANN    	SEL_NN     	AKAZE    	SIFT     	1	157	26162	[128 x 157]	13005	166	1456
MAT_FLANN    	SEL_NN     	AKAZE    	SIFT     	2	161	26253	[128 x 161]	10221	157	1387
MAT_FLANN    	SEL_NN     	AKAZE    	SIFT     	3	155	27219	[128 x 155]	12526	161	1430
MAT_FLANN    	SEL_NN     	AKAZE    	SIFT     	4	163	25661	[128 x 163]	10069	155	1390
MAT_FLANN    	SEL_NN     	AKAZE    	SIFT     	5	164	23475	[128 x 164]	10264	163	1494
MAT_FLANN    	SEL_NN     	AKAZE    	SIFT     	6	173	23950	[128 x 173]	10390	164	1473
MAT_FLANN    	SEL_NN     	AKAZE    	SIFT     	7	175	23457	[128 x 175]	10291	173	1494
MAT_FLANN    	SEL_NN     	AKAZE    	SIFT     	8	177	27751	[128 x 177]	10300	175	1543
MAT_FLANN    	SEL_NN     	AKAZE    	SIFT     	9	179	24712	[128 x 179]	10385	177	1542
MAT_FLANN    	SEL_NN     	SIFT     	BRISK     	0	137	87261	[64 x 137]	19045	0	0
MAT_FLANN    	SEL_NN     	SIFT     	BRISK     	1	132	59449	[64 x 132]	18860	137	979
MAT_FLANN    	SEL_NN     	SIFT     	BRISK     	2	124	58235	[64 x 124]	18786	132	952
MAT_FLANN    	SEL_NN     	SIFT     	BRISK     	3	137	58442	[64 x 137]	18999	124	936
MAT_FLANN    	SEL_NN     	SIFT     	BRISK     	4	134	58368	[64 x 134]	18768	137	1029
MAT_FLANN    	SEL_NN     	SIFT     	BRISK     	5	140	58133	[64 x 140]	18899	134	978
MAT_FLANN    	SEL_NN     	SIFT     	BRISK     	6	137	58540	[64 x 137]	18920	140	1050
MAT_FLANN    	SEL_NN     	SIFT     	BRISK     	7	148	56740	[64 x 148]	18459	137	995
MAT_FLANN    	SEL_NN     	SIFT     	BRISK     	8	159	56908	[64 x 159]	18996	148	1118
MAT_FLANN    	SEL_NN     	SIFT     	BRISK     	9	137	56930	[64 x 137]	18293	159	1080
MAT_FLANN    	SEL_NN     	SIFT     	BRIEF    	0	138	60136	[32 x 138]	610	0	0
MAT_FLANN    	SEL_NN     	SIFT     	BRIEF    	1	132	58875	[32 x 132]	624	138	837
MAT_FLANN    	SEL_NN     	SIFT     	BRIEF    	2	124	57698	[32 x 124]	644	132	853
MAT_FLANN    	SEL_NN     	SIFT     	BRIEF    	3	137	60938	[32 x 137]	629	124	793
MAT_FLANN    	SEL_NN     	SIFT     	BRIEF    	4	134	57727	[32 x 134]	625	137	830
MAT_FLANN    	SEL_NN     	SIFT     	BRIEF    	5	140	60067	[32 x 140]	636	134	834
MAT_FLANN    	SEL_NN     	SIFT     	BRIEF    	6	137	59756	[32 x 137]	606	140	812
MAT_FLANN    	SEL_NN     	SIFT     	BRIEF    	7	148	58918	[32 x 148]	720	137	913
MAT_FLANN    	SEL_NN     	SIFT     	BRIEF    	8	159	58324	[32 x 159]	650	148	943
MAT_FLANN    	SEL_NN     	SIFT     	BRIEF    	9	137	58133	[32 x 137]	608	159	910
MAT_FLANN    	SEL_NN     	SIFT     	ORB       	0	138	86916	[0 x 0]	-1	0	0
MAT_FLANN    	SEL_NN     	SIFT     	ORB       	1	132	56626	[0 x 0]	-1	0	5
MAT_FLANN    	SEL_NN     	SIFT     	ORB       	2	124	56584	[0 x 0]	-1	0	4
MAT_FLANN    	SEL_NN     	SIFT     	ORB       	3	137	57797	[0 x 0]	-1	0	4
MAT_FLANN    	SEL_NN     	SIFT     	ORB       	4	134	57349	[0 x 0]	-1	0	5
MAT_FLANN    	SEL_NN     	SIFT     	ORB       	5	140	58599	[0 x 0]	-1	0	4
MAT_FLANN    	SEL_NN     	SIFT     	ORB       	6	137	59985	[0 x 0]	-1	0	4
MAT_FLANN    	SEL_NN     	SIFT     	ORB       	7	148	57795	[0 x 0]	-1	0	4
MAT_FLANN    	SEL_NN     	SIFT     	ORB       	8	159	58347	[0 x 0]	-1	0	4
MAT_FLANN    	SEL_NN     	SIFT     	ORB       	9	137	58098	[0 x 0]	-1	0	4
MAT_FLANN    	SEL_NN     	SIFT     	FREAK    	0	137	82923	[64 x 137]	18325	0	0
MAT_FLANN    	SEL_NN     	SIFT     	FREAK    	1	131	55795	[64 x 131]	18529	137	956
MAT_FLANN    	SEL_NN     	SIFT     	FREAK    	2	123	56364	[64 x 123]	18266	131	950
MAT_FLANN    	SEL_NN     	SIFT     	FREAK    	3	136	57018	[64 x 136]	18573	123	940
MAT_FLANN    	SEL_NN     	SIFT     	FREAK    	4	133	55874	[64 x 133]	18675	136	977
MAT_FLANN    	SEL_NN     	SIFT     	FREAK    	5	139	56339	[64 x 139]	18511	133	964
MAT_FLANN    	SEL_NN     	SIFT     	FREAK    	6	135	56151	[64 x 135]	18642	139	982
MAT_FLANN    	SEL_NN     	SIFT     	FREAK    	7	147	56420	[64 x 147]	18353	135	985
MAT_FLANN    	SEL_NN     	SIFT     	FREAK    	8	158	56273	[64 x 158]	18480	147	1052
MAT_FLANN    	SEL_NN     	SIFT     	FREAK    	9	135	55801	[64 x 135]	18307	158	1070
MAT_FLANN    	SEL_NN     	SIFT     	AKAZE    	0	138	82759	[0 x 0]	-1	0	0
MAT_FLANN    	SEL_NN     	SIFT     	AKAZE    	1	132	56533	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_NN     	SIFT     	AKAZE    	2	124	57278	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_NN     	SIFT     	AKAZE    	3	137	53046	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_NN     	SIFT     	AKAZE    	4	134	46934	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_NN     	SIFT     	AKAZE    	5	140	46397	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_NN     	SIFT     	AKAZE    	6	137	46287	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_NN     	SIFT     	AKAZE    	7	148	46517	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_NN     	SIFT     	AKAZE    	8	159	48853	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_NN     	SIFT     	AKAZE    	9	137	48555	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_NN     	SIFT     	SIFT     	0	138	73596	[128 x 138]	40129	0	0
MAT_FLANN    	SEL_NN     	SIFT     	SIFT     	1	132	49263	[128 x 132]	39807	138	1227
MAT_FLANN    	SEL_NN     	SIFT     	SIFT     	2	124	46253	[128 x 124]	38116	132	1159
MAT_FLANN    	SEL_NN     	SIFT     	SIFT     	3	137	47465	[128 x 137]	39313	124	1163
MAT_FLANN    	SEL_NN     	SIFT     	SIFT     	4	134	46982	[128 x 134]	40173	137	1244
MAT_FLANN    	SEL_NN     	SIFT     	SIFT     	5	140	47687	[128 x 140]	38357	134	1230
MAT_FLANN    	SEL_NN     	SIFT     	SIFT     	6	137	46474	[128 x 137]	37651	140	1247
MAT_FLANN    	SEL_NN     	SIFT     	SIFT     	7	148	48633	[128 x 148]	39146	137	1353
MAT_FLANN    	SEL_NN     	SIFT     	SIFT     	8	159	47094	[128 x 159]	38251	148	1330
MAT_FLANN    	SEL_NN     	SIFT     	SIFT     	9	137	45828	[128 x 137]	38285	159	1407
MAT_FLANN    	SEL_KNN    	SHITOMASI 	BRISK     	0	125	9825	[64 x 125]	10016	0	0
MAT_FLANN    	SEL_KNN    	SHITOMASI 	BRISK     	1	118	6017	[64 x 118]	9765	125	934
MAT_FLANN    	SEL_KNN    	SHITOMASI 	BRISK     	2	123	5696	[64 x 123]	10305	118	965
MAT_FLANN    	SEL_KNN    	SHITOMASI 	BRISK     	3	120	5470	[64 x 120]	10068	123	942
MAT_FLANN    	SEL_KNN    	SHITOMASI 	BRISK     	4	120	5464	[64 x 120]	10103	120	984
MAT_FLANN    	SEL_KNN    	SHITOMASI 	BRISK     	5	113	5770	[64 x 113]	9887	120	935
MAT_FLANN    	SEL_KNN    	SHITOMASI 	BRISK     	6	114	6076	[64 x 114]	9699	113	860
MAT_FLANN    	SEL_KNN    	SHITOMASI 	BRISK     	7	123	5463	[64 x 123]	10147	114	930
MAT_FLANN    	SEL_KNN    	SHITOMASI 	BRISK     	8	111	5440	[64 x 111]	9763	123	915
MAT_FLANN    	SEL_KNN    	SHITOMASI 	BRISK     	9	112	5436	[64 x 112]	10144	111	885
MAT_FLANN    	SEL_KNN    	SHITOMASI 	BRIEF    	0	125	23147	[32 x 125]	887	0	0
MAT_FLANN    	SEL_KNN    	SHITOMASI 	BRIEF    	1	118	9062	[32 x 118]	396	125	1236
MAT_FLANN    	SEL_KNN    	SHITOMASI 	BRIEF    	2	123	6444	[32 x 123]	298	118	839
MAT_FLANN    	SEL_KNN    	SHITOMASI 	BRIEF    	3	120	5463	[32 x 120]	258	123	896
MAT_FLANN    	SEL_KNN    	SHITOMASI 	BRIEF    	4	120	5300	[32 x 120]	258	120	735
MAT_FLANN    	SEL_KNN    	SHITOMASI 	BRIEF    	5	113	5427	[32 x 113]	258	120	781
MAT_FLANN    	SEL_KNN    	SHITOMASI 	BRIEF    	6	114	5441	[32 x 114]	250	113	745
MAT_FLANN    	SEL_KNN    	SHITOMASI 	BRIEF    	7	123	5350	[32 x 123]	260	114	753
MAT_FLANN    	SEL_KNN    	SHITOMASI 	BRIEF    	8	111	5493	[32 x 111]	256	123	724
MAT_FLANN    	SEL_KNN    	SHITOMASI 	BRIEF    	9	112	5435	[32 x 112]	246	111	677
MAT_FLANN    	SEL_KNN    	SHITOMASI 	ORB       	0	125	23041	[32 x 125]	5030	0	0
MAT_FLANN    	SEL_KNN    	SHITOMASI 	ORB       	1	118	8348	[32 x 118]	2585	125	1116
MAT_FLANN    	SEL_KNN    	SHITOMASI 	ORB       	2	123	5905	[32 x 123]	2025	118	785
MAT_FLANN    	SEL_KNN    	SHITOMASI 	ORB       	3	120	5264	[32 x 120]	1929	123	775
MAT_FLANN    	SEL_KNN    	SHITOMASI 	ORB       	4	120	5525	[32 x 120]	1865	120	768
MAT_FLANN    	SEL_KNN    	SHITOMASI 	ORB       	5	113	5301	[32 x 113]	1853	120	750
MAT_FLANN    	SEL_KNN    	SHITOMASI 	ORB       	6	114	5353	[32 x 114]	1891	113	735
MAT_FLANN    	SEL_KNN    	SHITOMASI 	ORB       	7	123	5260	[32 x 123]	1869	114	728
MAT_FLANN    	SEL_KNN    	SHITOMASI 	ORB       	8	111	5212	[32 x 111]	1888	123	831
MAT_FLANN    	SEL_KNN    	SHITOMASI 	ORB       	9	112	5312	[32 x 112]	1851	111	712
MAT_FLANN    	SEL_KNN    	SHITOMASI 	FREAK    	0	125	5927	[64 x 125]	18206	0	0
MAT_FLANN    	SEL_KNN    	SHITOMASI 	FREAK    	1	118	5500	[64 x 118]	18101	125	972
MAT_FLANN    	SEL_KNN    	SHITOMASI 	FREAK    	2	123	5870	[64 x 123]	18697	118	904
MAT_FLANN    	SEL_KNN    	SHITOMASI 	FREAK    	3	120	5447	[64 x 120]	18062	123	1127
MAT_FLANN    	SEL_KNN    	SHITOMASI 	FREAK    	4	120	5989	[64 x 120]	18527	120	1195
MAT_FLANN    	SEL_KNN    	SHITOMASI 	FREAK    	5	113	5848	[64 x 113]	18240	120	873
MAT_FLANN    	SEL_KNN    	SHITOMASI 	FREAK    	6	114	5616	[64 x 114]	18712	113	863
MAT_FLANN    	SEL_KNN    	SHITOMASI 	FREAK    	7	123	5481	[64 x 123]	18456	114	905
MAT_FLANN    	SEL_KNN    	SHITOMASI 	FREAK    	8	111	5643	[64 x 111]	18483	123	916
MAT_FLANN    	SEL_KNN    	SHITOMASI 	FREAK    	9	112	6616	[64 x 112]	17927	111	838
MAT_FLANN    	SEL_KNN    	SHITOMASI 	AKAZE    	0	125	21256	[0 x 0]	-1	0	0
MAT_FLANN    	SEL_KNN    	SHITOMASI 	AKAZE    	1	118	5543	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_KNN    	SHITOMASI 	AKAZE    	2	123	5473	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_KNN    	SHITOMASI 	AKAZE    	3	120	5618	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_KNN    	SHITOMASI 	AKAZE    	4	120	5709	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_KNN    	SHITOMASI 	AKAZE    	5	113	5419	[0 x 0]	-1	0	4
MAT_FLANN    	SEL_KNN    	SHITOMASI 	AKAZE    	6	114	5531	[0 x 0]	-1	0	3
MAT_FLANN    	SEL_KNN    	SHITOMASI 	AKAZE    	7	123	5522	[0 x 0]	-1	0	4
MAT_FLANN    	SEL_KNN    	SHITOMASI 	AKAZE    	8	111	5479	[0 x 0]	-1	0	4
MAT_FLANN    	SEL_KNN    	SHITOMASI 	AKAZE    	9	112	5394	[0 x 0]	-1	0	4
MAT_FLANN    	SEL_KNN    	SHITOMASI 	SIFT     	0	125	12585	[128 x 125]	17430	0	0
MAT_FLANN    	SEL_KNN    	SHITOMASI 	SIFT     	1	118	7340	[128 x 118]	8942	125	1106
MAT_FLANN    	SEL_KNN    	SHITOMASI 	SIFT     	2	123	5269	[128 x 123]	7322	118	1080
MAT_FLANN    	SEL_KNN    	SHITOMASI 	SIFT     	3	120	5307	[128 x 120]	7305	123	1106
MAT_FLANN    	SEL_KNN    	SHITOMASI 	SIFT     	4	120	5293	[128 x 120]	7412	120	1093
MAT_FLANN    	SEL_KNN    	SHITOMASI 	SIFT     	5	113	5203	[128 x 113]	7321	120	995
MAT_FLANN    	SEL_KNN    	SHITOMASI 	SIFT     	6	114	5296	[128 x 114]	7330	113	1036
MAT_FLANN    	SEL_KNN    	SHITOMASI 	SIFT     	7	123	5259	[128 x 123]	7477	114	983
MAT_FLANN    	SEL_KNN    	SHITOMASI 	SIFT     	8	111	5465	[128 x 111]	7307	123	1042
MAT_FLANN    	SEL_KNN    	SHITOMASI 	SIFT     	9	112	5459	[128 x 112]	7423	111	944
MAT_FLANN    	SEL_KNN    	HARRIS   	BRISK     	0	17	22163	[64 x 17]	16702	0	0
MAT_FLANN    	SEL_KNN    	HARRIS   	BRISK     	1	14	6625	[64 x 14]	9429	17	107
MAT_FLANN    	SEL_KNN    	HARRIS   	BRISK     	2	19	6065	[64 x 19]	9189	14	128
MAT_FLANN    	SEL_KNN    	HARRIS   	BRISK     	3	22	5919	[64 x 22]	9358	19	172
MAT_FLANN    	SEL_KNN    	HARRIS   	BRISK     	4	26	6410	[64 x 26]	9323	22	221
MAT_FLANN    	SEL_KNN    	HARRIS   	BRISK     	5	47	15659	[64 x 47]	9469	26	261
MAT_FLANN    	SEL_KNN    	HARRIS   	BRISK     	6	18	5769	[64 x 18]	9132	47	271
MAT_FLANN    	SEL_KNN    	HARRIS   	BRISK     	7	33	7018	[64 x 33]	9357	18	253
MAT_FLANN    	SEL_KNN    	HARRIS   	BRISK     	8	27	6489	[64 x 27]	9267	33	311
MAT_FLANN    	SEL_KNN    	HARRIS   	BRISK     	9	35	9529	[64 x 35]	9314	27	257
MAT_FLANN    	SEL_KNN    	HARRIS   	BRIEF    	0	17	10013	[32 x 17]	129	0	0
MAT_FLANN    	SEL_KNN    	HARRIS   	BRIEF    	1	14	5584	[32 x 14]	120	17	88
MAT_FLANN    	SEL_KNN    	HARRIS   	BRIEF    	2	19	5811	[32 x 19]	132	14	100
MAT_FLANN    	SEL_KNN    	HARRIS   	BRIEF    	3	22	5676	[32 x 22]	133	19	129
MAT_FLANN    	SEL_KNN    	HARRIS   	BRIEF    	4	26	6054	[32 x 26]	284	22	166
